employee_id,age,gender,education,department,job_role,resume_text,skills,job_description,required_skills,experience_years,monthly_income,performance_rating,job_satisfaction,environment_satisfaction,relationship_satisfaction,work_life_balance,training_times_last_year,years_at_company,years_in_current_role,years_since_last_promotion,overtime,business_travel,location,attrition
3107,34,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, Python, PyTorch, Deep Learning with 9 years of experience.","TensorFlow, Python, PyTorch, Deep Learning","We are hiring a Machine Learning Engineer with experience in Python, TensorFlow, PyTorch. Candidate should have strong problem-solving skills.","Python, TensorFlow, PyTorch",9,1177397,5,5,3,5,5,4,8,8,0,Yes,Frequently,Mumbai,No
3108,25,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, CI/CD, Linux, Docker with 0 years of experience.","Kubernetes, CI/CD, Linux, Docker","We are hiring a DevOps Engineer with experience in AWS, Docker, CI/CD. Candidate should have strong problem-solving skills.","AWS, Docker, CI/CD",0,328419,4,2,3,4,4,4,1,0,1,Yes,No Travel,Pune,No
3109,39,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Git, C++, Java, SQL with 7 years of experience.","Git, C++, Java, SQL","We are hiring a Software Engineer with experience in Git, Java, C++. Candidate should have strong problem-solving skills.","Git, Java, C++",7,981111,5,2,1,3,5,0,1,0,0,No,No Travel,Ahmedabad,Yes
3110,32,Female,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Git, Java, C++ with 7 years of experience.","SQL, Git, Java, C++","We are hiring a Software Engineer with experience in C++, SQL, Git. Candidate should have strong problem-solving skills.","C++, SQL, Git",7,995333,4,2,1,5,1,2,7,1,3,Yes,No Travel,Pune,Yes
3111,23,Female,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, HTML, CSS, Bootstrap with 2 years of experience.","Angular, HTML, CSS, Bootstrap","We are hiring a Frontend Developer with experience in HTML, Angular, JavaScript. Candidate should have strong problem-solving skills.","HTML, Angular, JavaScript",2,448961,1,1,5,5,2,9,0,1,1,No,Frequently,Bangalore,Yes
3112,30,Female,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, Linux, AWS, Kubernetes with 11 years of experience.","Docker, Linux, AWS, Kubernetes","We are hiring a DevOps Engineer with experience in Docker, AWS, CI/CD. Candidate should have strong problem-solving skills.","Docker, AWS, CI/CD",11,1380654,3,3,4,5,2,10,0,1,0,Yes,Frequently,Delhi,No
3113,35,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in TensorFlow, Pandas, Python, NumPy with 8 years of experience.","TensorFlow, Pandas, Python, NumPy","We are hiring a Data Scientist with experience in Machine Learning, Pandas, TensorFlow. Candidate should have strong problem-solving skills.","Machine Learning, Pandas, TensorFlow",8,1014410,1,4,5,2,5,5,6,2,0,No,No Travel,Pune,No
3114,28,Female,B.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, Deep Learning, Python, AWS with 11 years of experience.","PyTorch, Deep Learning, Python, AWS","We are hiring a Machine Learning Engineer with experience in PyTorch, AWS, Deep Learning. Candidate should have strong problem-solving skills.","PyTorch, AWS, Deep Learning",11,1327900,5,5,4,5,1,10,11,2,7,Yes,No Travel,Bangalore,No
3115,30,Female,B.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in Machine Learning, Pandas, TensorFlow, Python with 7 years of experience.","Machine Learning, Pandas, TensorFlow, Python","We are hiring a Data Scientist with experience in Python, NumPy, Pandas. Candidate should have strong problem-solving skills.","Python, NumPy, Pandas",7,1006440,4,5,2,5,1,5,8,1,7,Yes,Rarely,Bangalore,No
3116,39,Female,B.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, NodeJS, REST API, MongoDB with 2 years of experience.","ExpressJS, NodeJS, REST API, MongoDB","We are hiring a Full Stack Developer with experience in MongoDB, ExpressJS, REST API. Candidate should have strong problem-solving skills.","MongoDB, ExpressJS, REST API",2,448030,1,2,4,5,3,1,2,1,1,No,No Travel,Delhi,No
3117,41,Male,MCA,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Kubernetes, Docker, CI/CD, Linux with 2 years of experience.","Kubernetes, Docker, CI/CD, Linux","We are hiring a DevOps Engineer with experience in Kubernetes, Docker, Linux. Candidate should have strong problem-solving skills.","Kubernetes, Docker, Linux",2,558194,5,1,1,4,1,6,2,1,0,No,Rarely,Mumbai,No
3118,23,Male,BCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Azure, AWS, Terraform with 0 years of experience.","Docker, Azure, AWS, Terraform","We are hiring a Cloud Engineer with experience in Terraform, Docker, AWS. Candidate should have strong problem-solving skills.","Terraform, Docker, AWS",0,348411,2,1,2,2,3,7,0,1,0,No,Frequently,Mumbai,No
3119,29,Female,M.Tech,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, TensorFlow, Python, SQL with 9 years of experience.","NumPy, TensorFlow, Python, SQL","We are hiring a Data Scientist with experience in Machine Learning, SQL, NumPy. Candidate should have strong problem-solving skills.","Machine Learning, SQL, NumPy",9,1119646,2,1,5,3,1,5,2,0,2,No,Frequently,Bangalore,No
3120,21,Male,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in HTML, CSS, Bootstrap, JavaScript with 2 years of experience.","HTML, CSS, Bootstrap, JavaScript","We are hiring a Frontend Developer with experience in Angular, React, CSS. Candidate should have strong problem-solving skills.","Angular, React, CSS",2,589400,5,4,3,5,4,10,2,1,0,Yes,Frequently,Delhi,Yes
3121,32,Female,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, C++, Git, Java with 2 years of experience.","SQL, C++, Git, Java","We are hiring a Software Engineer with experience in Java, Git, C++. Candidate should have strong problem-solving skills.","Java, Git, C++",2,521163,3,5,4,3,1,6,0,0,1,Yes,Frequently,Pune,No
3122,26,Male,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, Python, MongoDB, Django with 12 years of experience.","Flask, Python, MongoDB, Django","We are hiring a Backend Developer with experience in REST API, Python, Docker. Candidate should have strong problem-solving skills.","REST API, Python, Docker",12,1501719,5,1,4,2,3,6,4,0,4,No,Rarely,Bangalore,Yes
3123,39,Male,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in REST API, Python, MongoDB, Django with 0 years of experience.","REST API, Python, MongoDB, Django","We are hiring a Backend Developer with experience in MongoDB, Flask, Python. Candidate should have strong problem-solving skills.","MongoDB, Flask, Python",0,296408,3,4,3,5,4,4,1,0,1,No,Rarely,Pune,No
3124,45,Female,B.Sc,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, HTML, JavaScript, React with 2 years of experience.","Angular, HTML, JavaScript, React","We are hiring a Frontend Developer with experience in CSS, HTML, JavaScript. Candidate should have strong problem-solving skills.","CSS, HTML, JavaScript",2,518908,4,1,4,2,3,8,3,1,2,Yes,Rarely,Pune,No
3125,31,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in AWS, Deep Learning, PyTorch, Python with 10 years of experience.","AWS, Deep Learning, PyTorch, Python","We are hiring a Machine Learning Engineer with experience in TensorFlow, Deep Learning, PyTorch. Candidate should have strong problem-solving skills.","TensorFlow, Deep Learning, PyTorch",10,1264495,2,2,1,3,5,7,4,1,1,No,No Travel,Bangalore,No
3126,24,Male,M.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, ExpressJS, NodeJS, MongoDB with 1 years of experience.","React, ExpressJS, NodeJS, MongoDB","We are hiring a Full Stack Developer with experience in NodeJS, REST API, React. Candidate should have strong problem-solving skills.","NodeJS, REST API, React",1,432322,5,1,3,3,4,2,2,1,2,Yes,Rarely,Hyderabad,No
3127,30,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Java, C++, SQL, Python with 8 years of experience.","Java, C++, SQL, Python","We are hiring a Software Engineer with experience in Java, SQL, Python. Candidate should have strong problem-solving skills.","Java, SQL, Python",8,1053012,5,5,1,2,4,0,0,1,0,No,Rarely,Mumbai,Yes
3128,37,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Git, SQL, C++, Java with 2 years of experience.","Git, SQL, C++, Java","We are hiring a Software Engineer with experience in Git, C++, Java. Candidate should have strong problem-solving skills.","Git, C++, Java",2,562965,5,4,4,4,2,6,2,0,0,Yes,No Travel,Pune,No
3129,25,Female,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, Python, PyTorch, TensorFlow with 2 years of experience.","Deep Learning, Python, PyTorch, TensorFlow","We are hiring a Machine Learning Engineer with experience in TensorFlow, AWS, Deep Learning. Candidate should have strong problem-solving skills.","TensorFlow, AWS, Deep Learning",2,522199,2,5,5,4,1,9,0,0,0,Yes,Frequently,Hyderabad,No
3130,22,Male,B.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, Python, AWS, PyTorch with 1 years of experience.","Deep Learning, Python, AWS, PyTorch","We are hiring a Machine Learning Engineer with experience in Deep Learning, AWS, TensorFlow. Candidate should have strong problem-solving skills.","Deep Learning, AWS, TensorFlow",1,449160,2,2,4,2,2,4,0,0,1,No,No Travel,Delhi,No
3131,40,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Python, PyTorch, TensorFlow, Deep Learning with 10 years of experience.","Python, PyTorch, TensorFlow, Deep Learning","We are hiring a Machine Learning Engineer with experience in PyTorch, AWS, Python. Candidate should have strong problem-solving skills.","PyTorch, AWS, Python",10,1303281,5,1,4,3,2,1,6,4,4,No,Rarely,Ahmedabad,Yes
3132,45,Female,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, JavaScript, Bootstrap, CSS with 0 years of experience.","Angular, JavaScript, Bootstrap, CSS","We are hiring a Frontend Developer with experience in React, JavaScript, HTML. Candidate should have strong problem-solving skills.","React, JavaScript, HTML",0,373394,4,3,5,4,3,3,0,1,0,Yes,No Travel,Bangalore,No
3133,40,Male,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in PyTorch, TensorFlow, Python, Deep Learning with 7 years of experience.","PyTorch, TensorFlow, Python, Deep Learning","We are hiring a Machine Learning Engineer with experience in PyTorch, Deep Learning, AWS. Candidate should have strong problem-solving skills.","PyTorch, Deep Learning, AWS",7,1032143,4,2,1,3,2,6,2,2,0,No,Rarely,Delhi,Yes
3134,27,Female,MCA,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in REST API, MongoDB, React, ExpressJS with 8 years of experience.","REST API, MongoDB, React, ExpressJS","We are hiring a Full Stack Developer with experience in NodeJS, REST API, ExpressJS. Candidate should have strong problem-solving skills.","NodeJS, REST API, ExpressJS",8,1064487,2,3,5,3,2,3,9,4,8,No,No Travel,Ahmedabad,No
3135,23,Male,M.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, PyTorch, Deep Learning, Python with 6 years of experience.","TensorFlow, PyTorch, Deep Learning, Python","We are hiring a Machine Learning Engineer with experience in AWS, Deep Learning, Python. Candidate should have strong problem-solving skills.","AWS, Deep Learning, Python",6,875406,3,3,5,2,3,4,1,0,1,Yes,No Travel,Mumbai,No
3136,35,Male,MCA,IT,Software Engineer,"Experienced Software Engineer skilled in C++, Git, SQL, Python with 10 years of experience.","C++, Git, SQL, Python","We are hiring a Software Engineer with experience in Java, Git, SQL. Candidate should have strong problem-solving skills.","Java, Git, SQL",10,1270195,4,5,4,2,1,5,11,11,11,No,Frequently,Pune,No
3137,34,Female,M.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in React, NodeJS, ExpressJS, MongoDB with 7 years of experience.","React, NodeJS, ExpressJS, MongoDB","We are hiring a Full Stack Developer with experience in MongoDB, ExpressJS, REST API. Candidate should have strong problem-solving skills.","MongoDB, ExpressJS, REST API",7,968457,2,2,3,4,1,2,0,0,0,No,Frequently,Pune,Yes
3138,38,Female,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Bootstrap, CSS, JavaScript, HTML with 12 years of experience.","Bootstrap, CSS, JavaScript, HTML","We are hiring a Frontend Developer with experience in Bootstrap, CSS, React. Candidate should have strong problem-solving skills.","Bootstrap, CSS, React",12,1425436,3,4,4,2,4,6,11,11,9,Yes,Rarely,Bangalore,Yes
3139,23,Female,MCA,IT,Backend Developer,"Experienced Backend Developer skilled in Django, Docker, MongoDB, Flask with 12 years of experience.","Django, Docker, MongoDB, Flask","We are hiring a Backend Developer with experience in Django, Python, REST API. Candidate should have strong problem-solving skills.","Django, Python, REST API",12,1468417,4,3,3,5,1,0,6,6,5,No,No Travel,Pune,No
3140,38,Male,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, Azure, Terraform, AWS with 7 years of experience.","Docker, Azure, Terraform, AWS","We are hiring a Cloud Engineer with experience in Linux, Azure, AWS. Candidate should have strong problem-solving skills.","Linux, Azure, AWS",7,1011814,5,1,4,2,2,10,8,0,4,No,No Travel,Pune,Yes
3141,23,Male,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Flask, MongoDB, REST API, Django with 2 years of experience.","Flask, MongoDB, REST API, Django","We are hiring a Backend Developer with experience in Django, Python, Docker. Candidate should have strong problem-solving skills.","Django, Python, Docker",2,558666,4,2,3,1,1,5,0,0,1,Yes,Rarely,Ahmedabad,Yes
3142,39,Female,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, HTML, React, CSS with 7 years of experience.","Angular, HTML, React, CSS","We are hiring a Frontend Developer with experience in JavaScript, Bootstrap, Angular. Candidate should have strong problem-solving skills.","JavaScript, Bootstrap, Angular",7,955994,4,5,2,2,3,10,4,3,3,No,Rarely,Delhi,No
3143,24,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, CI/CD, AWS, Linux with 1 years of experience.","Docker, CI/CD, AWS, Linux","We are hiring a DevOps Engineer with experience in CI/CD, Linux, AWS. Candidate should have strong problem-solving skills.","CI/CD, Linux, AWS",1,448156,3,2,2,3,1,10,1,1,1,Yes,Frequently,Pune,Yes
3144,41,Female,M.Tech,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, REST API, MongoDB, React with 7 years of experience.","NodeJS, REST API, MongoDB, React","We are hiring a Full Stack Developer with experience in ExpressJS, REST API, React. Candidate should have strong problem-solving skills.","ExpressJS, REST API, React",7,915242,2,1,4,3,1,6,0,0,0,No,Rarely,Bangalore,Yes
3145,23,Male,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Docker, AWS, Azure, Terraform with 1 years of experience.","Docker, AWS, Azure, Terraform","We are hiring a Cloud Engineer with experience in Docker, Azure, Linux. Candidate should have strong problem-solving skills.","Docker, Azure, Linux",1,480510,4,3,5,5,4,2,1,0,0,Yes,Rarely,Delhi,No
3146,24,Male,M.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Python, SQL, C++, Git with 7 years of experience.","Python, SQL, C++, Git","We are hiring a Software Engineer with experience in Java, C++, Git. Candidate should have strong problem-solving skills.","Java, C++, Git",7,968635,1,1,4,3,3,0,1,0,0,No,Frequently,Bangalore,Yes
3147,38,Female,M.Tech,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Terraform, Linux, Docker with 8 years of experience.","AWS, Terraform, Linux, Docker","We are hiring a Cloud Engineer with experience in Linux, AWS, Docker. Candidate should have strong problem-solving skills.","Linux, AWS, Docker",8,1080272,1,1,2,3,3,7,8,0,0,Yes,Rarely,Delhi,No
3148,44,Male,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Docker, Linux, CI/CD, Kubernetes with 12 years of experience.","Docker, Linux, CI/CD, Kubernetes","We are hiring a DevOps Engineer with experience in Kubernetes, CI/CD, AWS. Candidate should have strong problem-solving skills.","Kubernetes, CI/CD, AWS",12,1480933,5,3,4,3,3,9,0,1,1,No,No Travel,Bangalore,No
3149,24,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in ExpressJS, REST API, MongoDB, NodeJS with 3 years of experience.","ExpressJS, REST API, MongoDB, NodeJS","We are hiring a Full Stack Developer with experience in REST API, ExpressJS, React. Candidate should have strong problem-solving skills.","REST API, ExpressJS, React",3,656063,5,2,3,4,2,4,0,1,0,Yes,Frequently,Delhi,Yes
3150,32,Male,B.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in Terraform, Docker, Azure, Linux with 11 years of experience.","Terraform, Docker, Azure, Linux","We are hiring a Cloud Engineer with experience in Terraform, Linux, Azure. Candidate should have strong problem-solving skills.","Terraform, Linux, Azure",11,1395767,4,4,4,5,2,6,8,8,0,No,Rarely,Mumbai,No
3151,44,Male,BCA,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in TensorFlow, Deep Learning, AWS, PyTorch with 11 years of experience.","TensorFlow, Deep Learning, AWS, PyTorch","We are hiring a Machine Learning Engineer with experience in Deep Learning, TensorFlow, Python. Candidate should have strong problem-solving skills.","Deep Learning, TensorFlow, Python",11,1401696,5,1,1,3,1,10,1,1,0,Yes,Rarely,Bangalore,Yes
3152,35,Female,BCA,IT,Backend Developer,"Experienced Backend Developer skilled in Django, REST API, Flask, MongoDB with 9 years of experience.","Django, REST API, Flask, MongoDB","We are hiring a Backend Developer with experience in Flask, REST API, Docker. Candidate should have strong problem-solving skills.","Flask, REST API, Docker",9,1215200,4,5,1,5,5,5,2,1,0,Yes,Rarely,Mumbai,Yes
3153,26,Male,B.Sc,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Git, SQL, C++ with 0 years of experience.","Java, Git, SQL, C++","We are hiring a Software Engineer with experience in Git, C++, Python. Candidate should have strong problem-solving skills.","Git, C++, Python",0,357145,1,4,2,4,5,1,0,1,1,Yes,Rarely,Hyderabad,No
3154,26,Male,M.Sc,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in Deep Learning, AWS, TensorFlow, Python with 6 years of experience.","Deep Learning, AWS, TensorFlow, Python","We are hiring a Machine Learning Engineer with experience in PyTorch, Deep Learning, Python. Candidate should have strong problem-solving skills.","PyTorch, Deep Learning, Python",6,857301,3,3,1,5,1,3,1,0,0,No,Frequently,Bangalore,No
3155,28,Male,M.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in React, JavaScript, HTML, Angular with 9 years of experience.","React, JavaScript, HTML, Angular","We are hiring a Frontend Developer with experience in JavaScript, React, CSS. Candidate should have strong problem-solving skills.","JavaScript, React, CSS",9,1167035,5,5,4,2,2,4,0,1,1,Yes,Frequently,Mumbai,No
3156,41,Female,B.Sc,IT,Data Scientist,"Experienced Data Scientist skilled in NumPy, Pandas, Machine Learning, SQL with 3 years of experience.","NumPy, Pandas, Machine Learning, SQL","We are hiring a Data Scientist with experience in Python, Pandas, SQL. Candidate should have strong problem-solving skills.","Python, Pandas, SQL",3,554414,1,4,2,4,3,3,1,0,0,No,Rarely,Hyderabad,No
3157,41,Female,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Azure, Terraform, Linux with 1 years of experience.","AWS, Azure, Terraform, Linux","We are hiring a Cloud Engineer with experience in Docker, Terraform, Linux. Candidate should have strong problem-solving skills.","Docker, Terraform, Linux",1,441825,2,2,1,2,4,9,0,0,0,Yes,Frequently,Ahmedabad,No
3158,21,Male,B.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in NodeJS, REST API, MongoDB, ExpressJS with 8 years of experience.","NodeJS, REST API, MongoDB, ExpressJS","We are hiring a Full Stack Developer with experience in ExpressJS, React, MongoDB. Candidate should have strong problem-solving skills.","ExpressJS, React, MongoDB",8,1119381,4,2,1,4,3,1,3,1,1,No,Rarely,Bangalore,No
3159,21,Male,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, AWS, Kubernetes, Docker with 9 years of experience.","Linux, AWS, Kubernetes, Docker","We are hiring a DevOps Engineer with experience in AWS, Docker, CI/CD. Candidate should have strong problem-solving skills.","AWS, Docker, CI/CD",9,1162055,1,3,2,5,2,8,3,1,1,No,Rarely,Delhi,Yes
3160,41,Male,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, JavaScript, CSS, Bootstrap with 6 years of experience.","Angular, JavaScript, CSS, Bootstrap","We are hiring a Frontend Developer with experience in Angular, HTML, React. Candidate should have strong problem-solving skills.","Angular, HTML, React",6,872226,3,5,2,1,1,6,7,1,3,Yes,Frequently,Pune,Yes
3161,34,Female,MCA,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Azure, Terraform, Linux with 4 years of experience.","AWS, Azure, Terraform, Linux","We are hiring a Cloud Engineer with experience in Docker, Azure, Terraform. Candidate should have strong problem-solving skills.","Docker, Azure, Terraform",4,659547,2,4,2,2,4,0,3,3,3,No,No Travel,Delhi,Yes
3162,43,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Java, Git, SQL, C++ with 10 years of experience.","Java, Git, SQL, C++","We are hiring a Software Engineer with experience in Git, Python, Java. Candidate should have strong problem-solving skills.","Git, Python, Java",10,1182666,1,5,5,5,1,1,6,4,4,Yes,Rarely,Hyderabad,No
3163,33,Male,MCA,IT,Backend Developer,"Experienced Backend Developer skilled in Django, MongoDB, REST API, Docker with 0 years of experience.","Django, MongoDB, REST API, Docker","We are hiring a Backend Developer with experience in Docker, Python, Flask. Candidate should have strong problem-solving skills.","Docker, Python, Flask",0,329051,2,3,4,4,2,6,1,0,0,No,Rarely,Ahmedabad,No
3164,25,Female,B.Tech,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, Docker, AWS, Kubernetes with 1 years of experience.","Linux, Docker, AWS, Kubernetes","We are hiring a DevOps Engineer with experience in Linux, AWS, Kubernetes. Candidate should have strong problem-solving skills.","Linux, AWS, Kubernetes",1,416517,1,1,5,3,5,0,2,2,2,Yes,Rarely,Mumbai,No
3165,41,Female,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, C++, Java, Git with 9 years of experience.","Python, C++, Java, Git","We are hiring a Software Engineer with experience in Git, Python, Java. Candidate should have strong problem-solving skills.","Git, Python, Java",9,1129256,3,3,3,4,1,3,9,7,4,Yes,No Travel,Delhi,No
3166,26,Female,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, Bootstrap, JavaScript, React with 7 years of experience.","Angular, Bootstrap, JavaScript, React","We are hiring a Frontend Developer with experience in React, HTML, CSS. Candidate should have strong problem-solving skills.","React, HTML, CSS",7,1037525,4,3,5,5,1,6,5,3,1,No,No Travel,Delhi,No
3167,25,Female,MCA,IT,Software Engineer,"Experienced Software Engineer skilled in SQL, Python, Java, C++ with 2 years of experience.","SQL, Python, Java, C++","We are hiring a Software Engineer with experience in C++, Java, Python. Candidate should have strong problem-solving skills.","C++, Java, Python",2,472767,2,3,5,5,2,8,0,0,0,Yes,Rarely,Ahmedabad,No
3168,42,Female,M.Sc,IT,Backend Developer,"Experienced Backend Developer skilled in Docker, Flask, Python, REST API with 2 years of experience.","Docker, Flask, Python, REST API","We are hiring a Backend Developer with experience in MongoDB, Python, Docker. Candidate should have strong problem-solving skills.","MongoDB, Python, Docker",2,524271,4,5,1,5,5,8,1,1,0,No,No Travel,Ahmedabad,Yes
3169,45,Male,M.Sc,IT,Cloud Engineer,"Experienced Cloud Engineer skilled in AWS, Linux, Terraform, Docker with 1 years of experience.","AWS, Linux, Terraform, Docker","We are hiring a Cloud Engineer with experience in Terraform, Linux, Azure. Candidate should have strong problem-solving skills.","Terraform, Linux, Azure",1,425360,2,1,5,5,4,6,2,0,1,Yes,Rarely,Bangalore,Yes
3170,43,Female,B.Tech,IT,Machine Learning Engineer,"Experienced Machine Learning Engineer skilled in AWS, TensorFlow, PyTorch, Deep Learning with 6 years of experience.","AWS, TensorFlow, PyTorch, Deep Learning","We are hiring a Machine Learning Engineer with experience in AWS, TensorFlow, Deep Learning. Candidate should have strong problem-solving skills.","AWS, TensorFlow, Deep Learning",6,806370,1,4,3,3,5,7,1,0,1,No,No Travel,Hyderabad,No
3171,39,Male,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in JavaScript, CSS, React, HTML with 4 years of experience.","JavaScript, CSS, React, HTML","We are hiring a Frontend Developer with experience in React, HTML, JavaScript. Candidate should have strong problem-solving skills.","React, HTML, JavaScript",4,716709,1,5,1,2,2,1,5,4,0,Yes,Frequently,Mumbai,Yes
3172,30,Female,B.Tech,IT,Frontend Developer,"Experienced Frontend Developer skilled in HTML, Bootstrap, React, Angular with 6 years of experience.","HTML, Bootstrap, React, Angular","We are hiring a Frontend Developer with experience in JavaScript, Angular, Bootstrap. Candidate should have strong problem-solving skills.","JavaScript, Angular, Bootstrap",6,854367,4,4,3,1,5,4,0,1,1,No,Rarely,Hyderabad,No
3173,25,Female,BCA,IT,Data Scientist,"Experienced Data Scientist skilled in SQL, Pandas, Machine Learning, Python with 9 years of experience.","SQL, Pandas, Machine Learning, Python","We are hiring a Data Scientist with experience in Pandas, NumPy, TensorFlow. Candidate should have strong problem-solving skills.","Pandas, NumPy, TensorFlow",9,1127187,2,5,5,1,5,6,6,6,6,Yes,No Travel,Pune,Yes
3174,36,Male,M.Tech,IT,Software Engineer,"Experienced Software Engineer skilled in Python, SQL, Git, Java with 12 years of experience.","Python, SQL, Git, Java","We are hiring a Software Engineer with experience in SQL, Java, Python. Candidate should have strong problem-solving skills.","SQL, Java, Python",12,1384514,2,4,5,5,3,3,4,2,4,Yes,Frequently,Delhi,No
3175,41,Male,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in Linux, CI/CD, Kubernetes, AWS with 8 years of experience.","Linux, CI/CD, Kubernetes, AWS","We are hiring a DevOps Engineer with experience in CI/CD, Linux, Kubernetes. Candidate should have strong problem-solving skills.","CI/CD, Linux, Kubernetes",8,1043225,2,5,3,4,2,8,0,1,0,No,Rarely,Ahmedabad,Yes
3176,35,Male,M.Sc,IT,Full Stack Developer,"Experienced Full Stack Developer skilled in MongoDB, ExpressJS, React, NodeJS with 7 years of experience.","MongoDB, ExpressJS, React, NodeJS","We are hiring a Full Stack Developer with experience in REST API, MongoDB, NodeJS. Candidate should have strong problem-solving skills.","REST API, MongoDB, NodeJS",7,1032714,4,2,2,4,1,6,2,2,1,Yes,Frequently,Bangalore,Yes
3177,40,Female,B.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in AWS, CI/CD, Linux, Kubernetes with 6 years of experience.","AWS, CI/CD, Linux, Kubernetes","We are hiring a DevOps Engineer with experience in Kubernetes, Linux, Docker. Candidate should have strong problem-solving skills.","Kubernetes, Linux, Docker",6,897714,5,5,4,3,5,1,4,4,4,Yes,Rarely,Ahmedabad,No
3178,40,Female,M.Sc,IT,DevOps Engineer,"Experienced DevOps Engineer skilled in AWS, Linux, Docker, Kubernetes with 10 years of experience.","AWS, Linux, Docker, Kubernetes","We are hiring a DevOps Engineer with experience in Docker, AWS, CI/CD. Candidate should have strong problem-solving skills.","Docker, AWS, CI/CD",10,1272687,5,5,4,1,4,10,4,2,4,No,Frequently,Pune,Yes
3179,35,Male,BCA,IT,Frontend Developer,"Experienced Frontend Developer skilled in Angular, JavaScript, HTML, React with 6 years of experience.","Angular, JavaScript, HTML, React","We are hiring a Frontend Developer with experience in CSS, HTML, JavaScript. Candidate should have strong problem-solving skills.","CSS, HTML, JavaScript",6,881938,1,3,3,2,2,2,2,1,1,Yes,Rarely,Delhi,Yes
